custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
"8656-WEOZRQ-XWU",2,1,1,75,6,"June",12,2,3,0,27,5,1,10.000000,2.302585,1,6.000000,0.078600,-2.543384,0.521400,-0.651238,0,5,1,13,2,2,8,0,0,0,0,0,0,8,1,3,45,5,3,0,0,5.400000,1,0,1,1,1,29,1,0,1,0,0,0,0,0,0,1,1,5,0,0,0,4,2,4,0,40,5,2,2,1,0,29,5,17.000000,234.850000,4.000000,86.710000,1,2,72,0,23.000000,3.135494,1735.600000,7.459108,1,36.500000,3.597312,2449.150000,7.803496,0,0.000000,,0.000000,,1,13.500000,2.602690,915.000000,6.818924,0,0.000000,,0.000000,,1,0,0,0,1,1,1,1,0,1,12,1,1,1,0,0,0,0,0,1,0,0,0
"8727-XEHGFY-33T",2,4,0,51,5,"December",10,1,2,0,3,2,0,35.000000,3.555348,2,5.500000,0.573650,-0.555736,1.351350,0.301104,1,3,1,9,1,2,0,0,0,0,0,0,0,0,1,1,26,5,5,1,0,14.100000,1,1,0,1,1,27,1,0,1,1,0,0,0,0,0,0,9,5,1,0,0,2,3,3,0,14,4,4,3,4,0,16,5,6.000000,263.420000,9.000000,304.110000,1,3,41,0,7.000000,1.945910,310.800000,5.739150,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,1,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0
"2504-PDNBAP-7J9",3,4,1,55,5,"November",15,3,3,0,14,4,0,74.000000,4.304065,3,9.200000,2.042400,0.714126,4.765600,1.561423,0,3,0,-1,-1,2,6,0,0,0,1,0,0,5,1,3,23,4,2,1,1,28.200000,2,0,0,4,3,41,0,0,0,1,1,0,0,0,0,0,9,4,1,0,1,3,1,1,0,27,5,5,4,3,0,21,5,13.000000,501.790000,2.000000,52.340000,0,2,58,0,16.200000,2.785011,964.750000,6.871869,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,12.250000,2.505526,730.000000,6.593045,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,0,0,1,0,1,0
"3551-SBEAAA-K2Z",4,5,0,70,6,"June",15,3,2,1,16,5,1,52.000000,3.951244,3,5.800000,1.299896,0.262284,1.716104,0.540057,0,2,1,16,3,3,12,0,0,0,0,0,0,12,1,1,29,5,5,1,0,26.300000,2,0,0,1,1,29,1,1,0,1,0,1,0,0,0,0,9,5,1,0,0,2,2,3,0,30,5,4,2,3,0,16,5,5.000000,131.330000,3.000000,96.670000,0,2,55,0,15.750000,2.756840,846.200000,6.740756,1,27.750000,3.323236,1565.400000,7.355897,1,33.850000,3.521939,1844.100000,7.519747,1,19.000000,2.944439,970.000000,6.877296,0,0.000000,,0.000000,,1,0,0,3,1,1,1,1,0,1,21,1,1,1,0,1,1,0,0,0,0,0,0
"8958-JAFMTN-CQ7",1,3,1,47,4,"January",20,5,1,1,8,3,0,90.000000,4.499810,4,7.700000,4.767840,1.561893,2.162160,0.771108,0,5,0,-1,-1,1,8,0,0,0,0,2,0,6,0,2,18,4,0,-1,-1,-1.000000,-1,-1,0,8,4,30,0,0,0,0,0,0,0,1,1,0,9,4,0,0,1,4,3,4,0,3,2,1,4,3,0,2,2,10.000000,176.440000,4.000000,76.680000,0,3,7,0,4.950000,1.599388,45.950000,3.827554,1,29.750000,3.392829,230.450000,5.440034,1,43.750000,3.778492,316.400000,5.757007,1,24.000000,3.178054,150.000000,5.010635,1,47.600000,3.862833,284.300000,5.650030,1,1,1,3,1,1,1,1,1,1,27,1,1,1,1,1,1,1,1,0,0,0,0
"3443-KKJGID-BHV",3,1,1,33,3,"February",19,4,2,1,0,1,0,49.000000,3.891820,2,6.700000,1.634934,0.491602,1.648066,0.499602,1,1,0,-1,-1,1,7,0,0,0,0,0,0,7,1,1,7,2,1,1,0,25.700000,2,0,1,10,5,20,0,0,0,0,0,0,0,1,0,1,9,2,1,0,0,3,4,1,0,2,2,2,1,3,0,2,2,12.000000,589.240000,6.000000,490.100000,1,3,4,0,2.700000,0.993252,13.750000,2.621039,0,0.000000,,0.000000,,1,42.150000,3.741235,109.050000,4.691806,1,40.000000,3.688879,120.000000,4.787492,1,26.950000,3.293983,72.300000,4.280824,0,1,1,4,1,1,1,1,1,1,22,1,1,1,0,1,1,1,0,0,0,0,0
"2876-GNEAJF-6X0",5,5,0,57,5,"August",12,2,1,0,11,4,0,49.000000,3.891820,2,6.800000,2.082500,0.733569,1.249500,0.222743,0,3,1,12,2,2,4,1,1,0,0,0,0,2,0,2,10,3,3,1,1,28.100000,2,1,1,1,1,28,1,0,0,1,1,0,1,1,1,0,9,5,0,0,1,4,3,1,1,32,5,2,3,1,0,24,5,9.000000,182.160000,5.000000,92.540000,1,2,64,0,18.400000,2.912351,1185.000000,7.077498,1,43.250000,3.766997,2696.250000,7.899617,1,44.500000,3.795489,2719.700000,7.908277,1,9.750000,2.277267,585.000000,6.371612,0,0.000000,,0.000000,,1,1,0,2,1,0,1,1,0,1,18,1,1,1,0,1,0,0,0,1,0,0,1
"5575-LQITGQ-Q8M",2,2,0,60,5,"January",13,2,4,0,29,5,1,38.000000,3.637586,2,14.100000,1.660980,0.507408,3.697020,1.307527,0,4,1,9,1,2,2,0,2,0,0,0,0,0,0,1,17,4,1,0,1,15.800000,1,0,0,10,5,24,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,3,3,0,26,5,4,4,1,0,21,5,11.000000,277.930000,2.000000,65.680000,0,1,54,0,13.250000,2.583998,724.800000,6.585896,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,16.250000,2.788093,850.000000,6.745236,0,0.000000,,0.000000,,1,0,0,2,0,0,0,0,0,1,20,1,1,1,0,1,0,1,0,0,0,0,0
"8144-PZCGOL-4NK",1,1,0,66,6,"June",15,3,1,0,14,4,0,71.000000,4.262680,3,21.300000,1.345947,0.297098,13.777053,2.623004,0,5,0,-1,-1,1,2,2,0,0,0,0,0,0,1,1,13,3,1,1,1,41.600000,3,1,0,3,2,21,1,0,1,0,0,0,0,0,0,0,9,2,1,0,0,3,1,3,0,31,5,4,3,1,1,17,5,12.000000,321.740000,2.000000,53.410000,0,2,56,0,10.050000,2.307573,550.100000,6.310100,1,19.500000,2.970414,1118.650000,7.019878,0,0.000000,,0.000000,,1,24.500000,3.198673,1350.000000,7.207860,0,0.000000,,0.000000,,1,0,1,1,1,1,1,1,1,1,11,1,1,1,0,1,0,0,1,0,0,1,0
"4068-GEACTS-8KV",3,5,0,21,2,"July",15,3,1,0,0,1,0,43.000000,3.761200,2,9.700000,1.167880,0.155190,3.003120,1.099652,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,1,1,3,1,1,27.100000,2,0,0,1,1,38,1,0,0,1,0,1,0,0,0,0,1,4,1,0,0,3,4,1,0,3,2,4,3,2,1,3,2,11.000000,160.030000,5.000000,103.470000,1,3,25,0,5.700000,1.740466,129.650000,4.864839,0,0.000000,,0.000000,,1,25.200000,3.226844,596.900000,6.391750,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,17,1,1,1,0,1,1,1,0,1,0,0,0
"1924-OWOJEV-C0C",5,5,0,75,6,"July",12,2,2,0,10,3,0,51.000000,3.931826,3,3.700000,1.132200,0.124163,0.754800,-0.281302,0,1,1,12,2,2,0,0,0,0,0,0,0,0,1,3,48,5,3,1,1,23.700000,2,0,0,1,1,34,1,1,0,1,0,0,1,1,1,0,2,3,0,0,0,4,3,3,0,40,5,1,3,3,1,30,5,12.000000,574.010000,8.000000,356.070000,0,2,71,0,36.900000,3.608212,2540.100000,7.839959,1,49.000000,3.891820,3525.550000,8.167792,0,0.000000,,0.000000,,1,43.250000,3.766997,3095.000000,8.037543,1,58.800000,4.074142,4085.600000,8.315224,1,1,1,2,1,0,1,1,1,1,18,1,1,1,1,1,0,1,1,1,0,0,0
"3216-SZEKOE-VJG",4,4,0,62,5,"November",18,4,1,0,17,5,0,65.000000,4.174387,3,5.500000,1.394250,0.332357,2.180750,0.779669,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,-1,-1,-1.000000,-1,-1,1,8,4,21,0,0,0,1,0,1,0,1,0,0,9,5,0,0,0,3,2,4,1,30,5,2,4,2,0,20,5,14.000000,392.570000,5.000000,120.440000,1,1,60,0,23.750000,3.167583,1369.300000,7.222055,1,24.500000,3.198673,1457.050000,7.284169,0,0.000000,,0.000000,,1,16.250000,2.788093,990.000000,6.897705,0,0.000000,,0.000000,,1,1,0,3,0,1,1,1,0,1,17,1,1,1,0,1,1,1,0,1,0,0,0
"7678-OPFNNU-FLB",4,1,1,71,6,"August",15,3,1,0,26,5,0,112.000000,4.718499,4,8.500000,0.799680,-0.223544,8.720320,2.165656,0,4,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,39,5,0,-1,-1,-1.000000,-1,-1,0,5,3,21,0,1,0,0,1,0,0,0,0,1,9,4,0,0,0,2,3,2,0,31,5,3,3,4,0,25,5,13.000000,771.000000,7.000000,437.940000,0,2,64,0,20.400000,3.015535,1331.350000,7.193949,0,0.000000,,0.000000,,1,28.400000,3.346389,1879.650000,7.538841,1,11.500000,2.442347,670.000000,6.507278,0,0.000000,,0.000000,,0,0,0,0,1,0,0,0,0,1,12,1,1,1,1,1,1,0,0,1,0,0,0
"0597-ALIUTS-I9Z",2,1,0,43,4,"January",10,1,2,0,7,3,0,23.000000,3.135494,1,27.500000,1.404150,0.339432,4.920850,1.593481,1,5,0,-1,-1,1,3,0,0,0,0,3,0,0,0,2,20,4,1,0,0,10.700000,1,1,0,8,4,20,0,0,0,0,0,0,0,1,0,0,9,7,1,0,1,1,3,1,1,1,1,3,1,2,0,1,1,16.000000,499.840000,5.000000,128.540000,0,2,4,0,2.600000,0.955511,9.950000,2.297573,1,18.000000,2.890372,73.950000,4.303389,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,1,1,0,1,1,0,1,1,18,1,1,1,0,1,0,1,0,0,0,0,0
"8511-QPHJJZ-0C0",5,5,0,67,6,"January",14,2,1,0,12,4,1,20.000000,2.995732,1,14.800000,0.648240,-0.433494,2.311760,0.838009,0,5,1,9,1,2,12,0,3,0,0,0,0,9,1,1,37,5,2,1,0,11.700000,1,0,0,7,4,40,1,0,0,1,0,0,1,1,0,0,9,4,0,1,0,1,4,1,0,38,5,4,3,3,0,29,5,9.000000,367.900000,4.000000,120.250000,0,2,71,0,40.900000,3.711130,2811.550000,7.941491,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,28.000000,3.332205,2060.000000,7.630461,0,0.000000,,0.000000,,1,0,0,4,0,0,0,0,0,1,27,1,1,1,0,1,0,0,0,1,0,0,0
"6273-OWSFIY-CD1",3,4,1,42,4,"February",11,1,1,0,13,4,0,43.000000,3.761200,2,19.700000,2.397293,0.874340,6.073707,1.803969,0,5,0,-1,-1,1,2,1,1,0,0,0,0,0,0,2,12,3,4,1,1,17.800000,1,1,0,1,1,21,1,0,1,0,0,0,0,1,1,0,9,6,1,1,1,2,4,3,0,3,2,3,1,4,0,6,3,4.000000,87.790000,7.000000,176.200000,1,1,3,0,2.650000,0.974560,6.150000,1.816452,1,14.500000,2.674149,51.900000,3.949319,0,0.000000,,0.000000,,1,24.750000,3.208825,60.000000,4.094345,0,0.000000,,0.000000,,0,0,0,0,0,0,1,0,0,1,20,1,1,1,0,0,0,0,0,0,0,0,0
"0273-COHJKL-MYW",3,3,1,77,6,"March",14,2,1,0,15,4,0,68.000000,4.219508,3,6.800000,0.897056,-0.108637,3.726944,1.315589,0,5,1,14,2,2,3,0,0,0,0,0,0,3,0,3,16,4,2,1,0,35.500000,2,0,1,1,1,27,1,0,0,0,0,1,0,0,0,0,9,4,0,0,1,4,3,3,0,29,5,2,4,2,0,17,5,16.000000,236.350000,2.000000,38.940000,0,2,60,0,16.500000,2.803360,967.150000,6.874354,1,22.750000,3.124565,1332.700000,7.194962,0,0.000000,,0.000000,,1,11.750000,2.463853,690.000000,6.536692,0,0.000000,,0.000000,,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,1,0,1,0,0,0
"5325-XPSUFH-CPO",5,4,1,48,4,"May",12,2,4,0,18,5,0,74.000000,4.304065,3,2.500000,0.440300,-0.820299,1.409700,0.343377,0,4,0,-1,-1,1,7,0,0,0,0,0,0,7,0,1,10,3,1,1,0,23.800000,2,0,0,4,3,26,0,0,0,1,0,0,0,0,0,1,9,4,0,1,1,3,4,2,0,11,4,2,3,4,0,8,3,14.000000,611.560000,5.000000,240.260000,1,1,31,0,9.450000,2.246015,334.600000,5.812936,1,36.500000,3.597312,1038.300000,6.945340,0,0.000000,,0.000000,,1,19.500000,2.970414,580.000000,6.363028,1,25.950000,3.256172,803.400000,6.688853,0,0,1,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,0,0,0,0
"7501-NGFSKU-N0A",3,3,1,36,4,"December",15,3,2,0,0,1,0,27.000000,3.295837,2,9.900000,1.007721,0.007691,1.665279,0.509993,1,1,1,12,2,3,0,0,0,0,0,0,0,0,1,3,10,3,0,-1,-1,-1.000000,-1,-1,1,8,4,28,0,0,0,1,1,0,0,1,0,0,2,5,1,0,0,1,2,2,0,18,5,3,1,3,0,17,5,11.000000,218.230000,3.000000,69.170000,0,1,52,0,16.750000,2.818398,797.700000,6.681733,1,13.750000,2.621039,766.800000,6.642226,0,0.000000,,0.000000,,1,24.750000,3.208825,1275.000000,7.150701,0,0.000000,,0.000000,,0,0,0,0,0,1,0,0,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0
"7361-YKRBYT-WHL",1,3,0,70,6,"July",14,2,3,0,27,5,1,37.000000,3.610918,2,4.500000,0.306360,-1.182994,1.358640,0.306484,0,4,1,14,2,2,2,0,0,0,2,0,0,0,1,1,27,5,3,1,1,22.100000,2,1,0,1,1,28,1,1,0,0,1,0,0,0,0,0,2,4,0,1,1,1,1,2,0,28,5,4,4,2,0,19,5,10.000000,890.490000,6.000000,378.410000,0,3,59,0,14.600000,2.681022,889.600000,6.790772,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,10.000000,2.302585,585.000000,6.371612,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,23,1,1,1,0,1,0,0,0,0,0,0,0
"5138-RYTVAT-ZI0",3,4,0,73,6,"March",18,4,3,0,27,5,0,95.000000,4.553877,4,4.500000,0.141075,-1.958464,4.133925,1.419227,0,5,1,16,3,2,6,0,1,0,0,0,0,5,1,1,34,5,0,-1,-1,-1.000000,-1,-1,0,5,3,41,0,0,0,0,1,0,0,1,0,1,3,6,0,1,0,4,4,1,0,28,5,2,4,3,0,23,5,8.000000,260.010000,8.000000,193.190000,0,3,67,0,19.100000,2.949688,1341.050000,7.201208,1,22.500000,3.113515,1609.150000,7.383461,0,0.000000,,0.000000,,1,35.500000,3.569533,2265.000000,7.725330,0,0.000000,,0.000000,,1,0,0,0,1,1,1,1,0,1,23,1,1,1,0,0,0,0,0,1,0,0,0
"1775-ZGGKVD-ME7",3,4,1,50,5,"January",13,2,6,0,18,5,0,92.000000,4.521789,4,13.600000,5.805568,1.758817,6.706432,1.903067,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,18,4,3,1,1,55.600000,3,0,1,1,1,24,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,4,2,4,0,26,5,2,1,1,0,26,5,15.000000,731.530000,5.000000,180.390000,1,1,68,0,11.700000,2.459589,822.850000,6.712774,0,0.000000,,0.000000,,1,35.400000,3.566712,2422.800000,7.792679,1,28.000000,3.332205,1890.000000,7.544332,0,0.000000,,0.000000,,0,0,0,0,0,1,1,0,0,1,13,1,1,1,0,0,0,0,0,1,0,0,0
"2586-SHIEMY-36H",4,3,1,21,2,"April",16,3,2,0,0,1,0,29.000000,3.367296,2,6.900000,0.584292,-0.537354,1.416708,0.348336,0,1,1,15,3,3,11,0,0,0,0,0,0,11,1,2,2,1,3,0,0,15.700000,1,0,1,1,1,28,1,0,0,1,1,0,0,1,0,0,9,4,1,1,0,3,2,2,0,3,2,4,1,2,0,3,2,11.000000,318.920000,1.000000,13.480000,0,3,43,0,10.350000,2.336987,437.500000,6.081077,0,0.000000,,0.000000,,1,37.000000,3.610918,1576.150000,7.362740,1,18.250000,2.904165,825.000000,6.715383,1,48.600000,3.883624,2056.400000,7.628712,1,1,1,3,1,0,0,1,1,1,21,1,1,1,1,1,1,1,1,1,1,0,0
"5402-YITVWG-2WP",3,1,1,46,4,"March",19,4,1,1,7,3,0,46.000000,3.828641,2,3.100000,0.124062,-2.086974,1.301938,0.263854,0,2,1,17,4,5,1,1,0,0,0,0,0,0,1,1,20,4,4,1,0,13.400000,1,1,0,1,1,18,1,0,0,1,0,0,0,1,0,0,9,4,0,0,0,2,1,2,0,27,5,3,1,1,0,21,5,12.000000,219.950000,1.000000,14.700000,1,1,50,0,8.600000,2.151762,470.300000,6.153371,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,24.750000,3.208825,1295.000000,7.166266,0,0.000000,,0.000000,,0,0,0,1,1,0,0,0,0,1,20,1,1,1,0,1,0,0,0,1,0,0,0
"9201-ASDMLP-DS9",3,2,0,20,2,"April",15,3,2,0,0,1,0,16.000000,2.772589,1,11.800000,0.286976,-1.248357,1.601024,0.470643,0,2,1,11,1,3,10,2,0,0,0,0,0,8,1,1,1,1,3,1,1,7.100000,1,1,0,1,1,19,1,0,0,0,0,0,0,1,0,0,9,5,1,0,0,2,3,4,0,2,2,5,4,1,0,2,2,12.000000,295.770000,6.000000,114.230000,1,3,4,1,3.750000,1.321756,8.750000,2.169054,0,0.000000,,0.000000,,1,22.800000,3.126761,71.000000,4.262680,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,0,0,3,0,0,0,0,1,1,26,1,1,0,0,1,1,0,0,0,0,0,0
"4702-KLLDAM-013",1,2,1,50,5,"July",13,2,2,0,2,2,0,61.000000,4.110874,3,6.400000,0.511424,-0.670556,3.392576,1.221590,0,2,1,10,1,2,3,2,0,1,0,0,0,0,1,1,17,4,2,1,1,23.000000,2,0,0,4,3,33,0,0,0,1,0,0,0,0,0,0,9,5,1,0,0,4,1,3,0,21,5,3,4,4,0,11,4,9.000000,390.530000,2.000000,79.070000,0,1,52,0,13.650000,2.613740,706.300000,6.560040,1,49.000000,3.891820,2493.950000,7.821623,0,0.000000,,0.000000,,1,19.250000,2.957511,1005.000000,6.912743,1,30.100000,3.404525,1513.350000,7.322081,0,1,1,0,1,1,1,1,0,1,17,1,1,1,0,0,0,1,0,1,0,0,0
"3150-TTLLQM-2FG",3,4,1,64,5,"January",15,3,1,1,6,3,0,46.000000,3.828641,2,26.900000,4.157664,1.424953,8.216336,2.106124,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,22,4,2,1,0,18.900000,1,0,1,1,1,17,1,0,0,0,0,0,0,0,0,1,9,5,1,0,0,1,4,1,0,27,5,4,3,3,0,21,5,9.000000,669.380000,6.000000,255.070000,0,1,56,0,16.300000,2.791165,949.150000,6.855567,1,28.750000,3.358638,1607.150000,7.382218,0,0.000000,,0.000000,,1,8.000000,2.079442,400.000000,5.991465,0,0.000000,,0.000000,,1,0,0,0,1,1,0,1,0,1,22,1,1,1,0,0,0,0,0,1,0,0,0
"1566-EGYRIY-B18",1,1,1,32,3,"September",21,5,2,0,0,1,0,33.000000,3.496508,2,6.500000,0.405405,-0.902869,1.739595,0.553652,1,5,0,-1,-1,1,8,0,0,0,0,0,0,8,1,4,12,3,3,1,0,14.300000,1,1,0,1,1,21,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,3,4,4,0,8,3,1,1,2,0,10,3,9.000000,232.100000,2.000000,76.590000,1,3,25,0,10.600000,2.360854,267.100000,5.587623,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,0,0,1,0,0,0,0,1,1,15,1,1,1,0,1,1,1,0,1,0,0,0
"3588-HQUWIG-3Q6",1,1,1,44,4,"March",10,1,6,1,20,5,0,100.000000,4.605170,4,17.000000,1.836000,0.607589,15.164000,2.718924,0,3,1,9,1,4,0,0,0,0,0,0,0,0,1,1,20,4,3,1,1,53.400000,3,0,0,1,1,21,1,0,0,0,0,0,0,0,0,1,9,6,0,0,1,4,2,1,0,26,5,2,4,1,0,27,5,10.000000,684.870000,4.000000,403.580000,1,1,62,0,25.800000,3.250374,1565.650000,7.356056,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,19.500000,2.970414,1220.000000,7.106606,0,0.000000,,0.000000,,1,0,0,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,0,0,0,0,0
"8233-AUAYDA-4I0",5,5,1,30,3,"August",17,4,1,1,1,1,0,46.000000,3.828641,2,2.600000,0.422188,-0.862305,0.773812,-0.256426,0,1,1,17,4,3,1,1,0,0,0,0,0,0,1,1,9,3,7,1,1,28.400000,2,1,0,1,1,36,1,0,0,1,1,0,0,1,0,0,9,4,0,1,0,5,1,3,0,12,4,3,3,3,1,13,4,14.000000,499.530000,5.000000,176.110000,1,1,36,0,9.600000,2.261763,363.050000,5.894541,1,13.250000,2.583998,482.800000,6.179602,0,0.000000,,0.000000,,1,8.250000,2.110213,275.000000,5.616771,0,0.000000,,0.000000,,0,0,0,1,1,1,0,1,0,1,11,1,1,1,1,1,0,1,0,1,0,1,1
"1983-VFOZZO-GBQ",1,1,0,33,3,"June",11,1,6,1,8,3,0,38.000000,3.637586,2,2.300000,0.251712,-1.379470,0.622288,-0.474352,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,10,3,3,1,1,15.700000,1,0,1,1,1,22,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,2,3,3,0,2,2,5,4,1,1,2,2,11.000000,241.920000,2.000000,49.380000,1,3,6,0,2.950000,1.081805,16.450000,2.800325,1,11.250000,2.420368,60.250000,4.098503,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,1,1,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,1
"2096-SROIDJ-QSM",4,3,0,75,6,"May",16,3,3,0,15,4,1,13.000000,2.564949,1,11.700000,0.495846,-0.701490,1.025154,0.024843,0,2,0,-1,-1,1,1,0,1,0,0,0,0,0,1,3,51,5,3,0,0,6.100000,1,0,0,1,1,27,1,0,1,0,0,0,0,0,0,0,9,4,0,0,0,3,4,1,0,40,5,5,3,3,0,29,5,6.000000,172.820000,3.000000,99.250000,0,2,72,0,42.150000,3.741235,3196.750000,8.069890,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,39.750000,3.682610,2820.000000,7.944492,0,0.000000,,0.000000,,1,0,0,3,0,0,0,0,0,1,10,1,1,1,0,1,0,0,0,1,0,0,0
"2330-WBHHYE-GEB",2,2,0,70,6,"October",9,1,2,0,2,2,1,9.000000,2.197225,1,7.100000,0.410877,-0.889461,0.228123,-1.477870,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,27,5,2,0,1,5.600000,1,1,0,1,1,21,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,2,1,2,0,20,5,5,3,2,1,14,4,11.000000,169.110000,5.000000,101.300000,0,3,36,0,13.500000,2.602690,517.850000,6.249686,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"7380-VHAHLJ-W91",4,5,1,38,4,"October",14,2,6,1,11,4,0,92.000000,4.521789,4,7.700000,1.090936,0.087036,5.993064,1.790603,0,2,1,11,1,3,9,0,1,0,0,0,0,8,0,2,12,3,3,1,0,41.900000,3,0,1,1,1,32,1,0,0,0,0,0,0,1,0,0,9,6,0,1,1,2,3,3,0,17,5,3,3,3,0,8,3,10.000000,372.850000,3.000000,139.660000,0,1,40,0,12.150000,2.497329,465.850000,6.143864,1,45.750000,3.823192,1815.800000,7.504281,1,62.950000,4.142341,2412.900000,7.788585,1,18.250000,2.904165,770.000000,6.646391,1,63.350000,4.148675,2531.700000,7.836646,1,1,1,2,1,1,1,1,0,1,30,1,1,1,1,1,1,1,1,0,0,0,0
"6985-KGVVOA-OBA",2,4,1,20,2,"May",14,2,6,0,0,1,0,15.000000,2.708050,1,10.900000,0.573885,-0.555326,1.061115,0.059320,0,3,0,-1,-1,1,2,0,1,0,0,1,0,0,0,2,1,1,1,1,0,7.000000,1,0,0,4,3,32,0,0,1,1,1,0,0,0,0,0,9,6,0,0,0,3,2,3,0,2,2,5,1,1,0,2,2,12.000000,247.750000,3.000000,38.320000,0,3,10,0,5.450000,1.695616,50.550000,3.922963,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,1,1,1,0,1,19,0,0,1,0,0,1,0,0,0,0,0,0
"7666-WBLMFQ-66B",2,3,0,62,5,"November",14,2,3,0,24,5,0,111.000000,4.709530,4,18.600000,6.193800,1.823549,14.452200,2.670847,0,3,1,17,4,2,10,3,0,0,0,0,0,7,1,1,36,5,3,1,1,55.100000,3,1,0,1,1,29,1,0,0,1,0,0,0,0,0,0,9,5,0,0,0,2,1,4,0,40,5,4,4,2,0,30,5,14.000000,392.310000,4.000000,129.800000,0,3,72,0,48.500000,3.881564,3589.700000,8.185824,1,43.500000,3.772761,3091.150000,8.036298,0,0.000000,,0.000000,,1,30.000000,3.401197,2195.000000,7.693937,0,0.000000,,0.000000,,1,0,0,1,1,1,1,1,0,1,26,1,1,1,0,1,0,0,0,1,1,0,0
"0719-WMSRMU-7HZ",5,1,0,78,6,"May",19,4,1,0,18,5,0,40.000000,3.688879,2,8.300000,0.371840,-0.989292,2.948160,1.081181,0,4,0,-1,-1,1,5,0,0,0,0,0,0,5,1,3,31,5,1,1,1,18.600000,1,0,0,3,2,20,0,0,1,0,0,0,0,0,0,0,9,2,0,0,1,4,3,3,0,26,5,2,1,1,0,19,5,10.000000,279.130000,6.000000,142.280000,0,2,41,0,14.600000,2.681022,593.650000,6.386290,0,0.000000,,0.000000,,1,34.450000,3.539509,1285.200000,7.158670,1,19.000000,2.944439,775.000000,6.652863,0,0.000000,,0.000000,,1,0,1,3,1,0,0,1,1,1,20,1,1,1,0,1,1,0,0,1,0,0,0
